0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.025009912,0.24584632,0.9421429,0.0,0.348508,0.3557427,0.6564139,0.47903478,0.9460654,0.25649512,0.79945123,0.20518309,0.0,0.0,0.19244409,0.22204709,0.21720186,0.040895343,0.031683527,0.26051295,0.15952307,0.34291404,0.0,0.0
0.02491816,0.24491982,0.94046926,0.0,0.34926984,0.3575856,0.65955746,0.48091373,0.94440955,0.25531542,0.7985336,0.20447764,0.0,0.0,0.19199148,0.22131804,0.21647304,0.03967484,0.029643774,0.2616635,0.15755896,0.3455389,0.0,0.0
0.025083384,0.24495618,0.94421923,0.0,0.35247582,0.36056337,0.66451395,0.48475838,0.947629,0.2530081,0.8007072,0.20192818,0.0,0.0,0.19314341,0.22269201,0.21932463,0.03832984,0.028012257,0.26014295,0.15695906,0.34715724,0.0,0.0
0.0263803,0.24962687,0.9542284,0.0,0.35737035,0.36769927,0.673237,0.49199557,0.9578413,0.25461456,0.8105206,0.20549314,0.0,0.0,0.19364469,0.22396156,0.22116196,0.03856071,0.027437925,0.2608915,0.1548839,0.35650918,0.0,0.0
0.026403826,0.24849245,0.95313275,0.0,0.35360962,0.36362228,0.66798466,0.48773575,0.9561186,0.25298265,0.8080346,0.20252556,0.0,0.0,0.19175062,0.22166786,0.22000879,0.037763517,0.027078968,0.25990373,0.1535953,0.35302353,0.0,0.0
0.02643331,0.24917495,0.95519346,0.0,0.3521416,0.36248034,0.6664699,0.48649085,0.9580669,0.25290248,0.8097879,0.20422035,0.0,0.0,0.1907109,0.22003004,0.21906134,0.03796498,0.026800096,0.25963086,0.15159559,0.35329327,0.0,0.0
0.026254734,0.24787936,0.95101273,0.0,0.3506772,0.3607285,0.6647765,0.48515755,0.9531702,0.24867693,0.80506337,0.20019826,0.0,0.0,0.18863022,0.21790475,0.21702704,0.03741362,0.026592553,0.26001352,0.15113333,0.3513822,0.0,0.0
0.026159525,0.24775231,0.9500855,0.0,0.35061726,0.36099887,0.6653517,0.485924,0.9524201,0.24841677,0.8047854,0.20021999,0.0,0.0,0.18825403,0.21771652,0.21768129,0.036907755,0.025871437,0.26047662,0.15154737,0.35182697,0.0,0.0
0.026059588,0.24762103,0.9482662,0.0,0.3499324,0.36041462,0.6648947,0.4853607,0.9502981,0.24703436,0.80326766,0.19845533,0.0,0.0,0.18648106,0.21589004,0.21601677,0.036521137,0.025248926,0.26067826,0.15172474,0.35167274,0.0,0.0
0.025985679,0.24712873,0.94886225,0.0,0.34934908,0.36020273,0.66494244,0.48549128,0.95092267,0.24741116,0.80430454,0.1989933,0.0,0.0,0.18598227,0.21539454,0.21557558,0.035860777,0.02489565,0.26016036,0.15179299,0.35219455,0.0,0.0
0.026039561,0.24695131,0.94730157,0.0,0.3478919,0.35886258,0.66334844,0.48470163,0.94886225,0.24572328,0.8023009,0.19832024,0.0,0.0,0.18531659,0.2137697,0.21483849,0.03591484,0.025163572,0.25957796,0.15118,0.3510104,0.0,0.0
0.025736969,0.24661665,0.9484978,0.0,0.3483302,0.35936397,0.66392946,0.48547253,0.94983494,0.2457544,0.8034189,0.1999358,0.0,0.0,0.18512079,0.21394955,0.21424268,0.034616254,0.02494232,0.2603475,0.1497888,0.35155004,0.0,0.0
0.025655707,0.2459347,0.94797444,0.0,0.34883997,0.35986513,0.66375583,0.48534784,0.9489019,0.24510804,0.80218554,0.19858304,0.0,0.0,0.18567513,0.21417008,0.21385948,0.034571946,0.024906775,0.259517,0.14921564,0.3519876,0.0,0.0
0.025956672,0.24779817,0.9504847,0.0,0.35014206,0.36151633,0.66593856,0.48741794,0.9513423,0.24689278,0.80427206,0.19923466,0.0,0.0,0.18672118,0.21516743,0.21549556,0.033940732,0.023707133,0.26087058,0.14990859,0.35267732,0.0,0.0
0.025683165,0.24654572,0.9476609,0.0,0.3508904,0.36178133,0.66614985,0.48732567,0.94804525,0.24389647,0.80078995,0.19603238,0.0,0.0,0.18666795,0.21456969,0.21550581,0.034263633,0.023274561,0.26080853,0.15055647,0.35131812,0.0,0.0
0.0255092,0.24629483,0.94927776,0.0,0.35052368,0.36142802,0.66554165,0.4870685,0.95014656,0.2456566,0.8026387,0.19912934,0.0,0.0,0.18660496,0.2145592,0.21480545,0.034462176,0.023808759,0.2604441,0.15007117,0.3525854,0.0,0.0
0.025734108,0.24659865,0.9475452,0.0,0.35039872,0.36132726,0.66538835,0.48700914,0.94792366,0.24337819,0.8002112,0.1961441,0.0,0.0,0.18562391,0.21343222,0.21410763,0.03461198,0.023752969,0.26098043,0.15062092,0.35166854,0.0,0.0
0.025621256,0.2462223,0.94784105,0.0,0.34931785,0.360136,0.66435283,0.48621702,0.9485352,0.24351531,0.8009517,0.19789675,0.0,0.0,0.18453997,0.21244505,0.21277413,0.03393964,0.023942968,0.26122448,0.14970675,0.35222602,0.0,0.0
0.025678596,0.24663019,0.9495775,0.0,0.3505201,0.36129758,0.66548795,0.48709583,0.9503018,0.24559522,0.80250955,0.19777474,0.0,0.0,0.18485713,0.21289653,0.21364962,0.034385365,0.023943484,0.26163447,0.15058506,0.3524561,0.0,0.0
0.025451979,0.24671432,0.94951296,0.0,0.34962946,0.36036938,0.6648228,0.48666435,0.9505696,0.24690716,0.802803,0.19880342,0.0,0.0,0.18481795,0.21251097,0.21357995,0.033680044,0.023543179,0.26122773,0.15072712,0.35129842,0.0,0.0
0.025414309,0.24596092,0.9480226,0.0,0.349349,0.36037755,0.66466177,0.48648685,0.94879866,0.24597529,0.8010179,0.19716096,0.0,0.0,0.18359795,0.21183103,0.21271908,0.034152985,0.02350541,0.2611871,0.15082905,0.35194588,0.0,0.0
