0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0.9980164,0.98940665,0.99960256,1.0,0.9960415,0.9867489,1.0,0.9040484,0.99107236,0.7729981,0.9809289,0.79024184,0.8663168,0.98281974,0.959555,0.7774355,0.9075463,0.99746794,0.9334294,0.9994859,0.9900138,0.11797845,0.5740795,0.9987582,1.0,0.9305926,0.9565032,1.0,0.98413676,0.9865621,0.74588513,0.9918014,0.998011,1.0
0.9980555,0.9887405,0.99963033,1.0,0.9962022,0.98650265,1.0,0.90714145,0.99116355,0.77412224,0.98104686,0.78773916,0.86656207,0.98335475,0.96569246,0.77986604,0.903554,0.997735,0.9343433,0.99950373,0.9901258,0.13638604,0.5751607,0.99878156,1.0,0.9281129,0.955542,1.0,0.98407257,0.9863166,0.74944943,0.9917763,0.99808455,1.0
0.9978613,0.9883377,0.999637,1.0,0.9962003,0.9861214,1.0,0.9063108,0.99132645,0.77616054,0.98142755,0.7898241,0.86733747,0.98360264,0.9639212,0.78008026,0.90223074,0.99750763,0.9341321,0.9994972,0.9900062,0.14935094,0.5744068,0.9987837,1.0,0.92619914,0.95548826,1.0,0.98423076,0.98646677,0.74932003,0.9916091,0.9981021,1.0
0.9978574,0.98876697,0.99966717,1.0,0.9960755,0.9858592,1.0,0.90340984,0.99131435,0.774938,0.981429,0.78925985,0.8663349,0.98340255,0.9615157,0.7778981,0.90229386,0.9975603,0.9335872,0.9994843,0.99009585,0.15983719,0.56791985,0.9987393,1.0,0.9258749,0.95555645,1.0,0.9841528,0.986526,0.75206316,0.99189883,0.9981369,1.0
0.9979497,0.9888886,0.9996675,1.0,0.9961065,0.9862553,1.0,0.9033885,0.99112725,0.77303135,0.9811137,0.7862636,0.8647845,0.9834867,0.961548,0.7819824,0.9028228,0.997853,0.93427014,0.9994736,0.98993176,0.18080312,0.5699798,0.99878556,1.0,0.92832214,0.95564663,1.0,0.98421824,0.9862437,0.7593041,0.99170256,0.99813586,1.0
0.9979236,0.9889766,0.99965817,1.0,0.9959102,0.9865691,1.0,0.9034627,0.9910992,0.77280414,0.98112947,0.78482217,0.8646542,0.983605,0.96182,0.78046936,0.90312254,0.9979432,0.9322852,0.9994899,0.9898222,0.16713077,0.56935143,0.9987163,1.0,0.93001336,0.95516586,1.0,0.9842174,0.98616344,0.75900364,0.9917328,0.9981199,1.0
0.99784243,0.9892485,0.99965847,1.0,0.9960069,0.98688424,1.0,0.9031398,0.9911183,0.7724216,0.9812162,0.78511524,0.86444926,0.98392385,0.9611276,0.7795045,0.90474975,0.9978227,0.93231267,0.99947715,0.9897347,0.19370544,0.57387483,0.9987275,1.0,0.93298036,0.95523775,1.0,0.9840417,0.9861992,0.7532724,0.9917472,0.9981881,1.0
0.9979229,0.989239,0.9996675,1.0,0.9960722,0.98663545,1.0,0.9038694,0.99106896,0.77017903,0.98106223,0.78354377,0.86435854,0.9836847,0.9617823,0.7800054,0.9027162,0.99804294,0.9327136,0.9994381,0.98983616,0.1923343,0.5785916,0.9987492,1.0,0.9280216,0.9561394,1.0,0.98428255,0.9862002,0.74976915,0.99175423,0.99813783,1.0
0.9980292,0.98922855,0.9996631,1.0,0.9959743,0.9867738,1.0,0.90341276,0.9910479,0.7705734,0.98117423,0.78395104,0.86445343,0.98431647,0.9615864,0.77907383,0.9030484,0.99807507,0.9330717,0.9994771,0.98983115,0.21180499,0.5821949,0.9987339,1.0,0.9307349,0.9562301,1.0,0.9842658,0.9860724,0.74953973,0.9918748,0.99813044,1.0
0.9979372,0.9893005,0.99966276,1.0,0.9960484,0.9869854,1.0,0.90408057,0.9910681,0.77019995,0.9810893,0.7845804,0.86442167,0.98493916,0.96323,0.77973163,0.9041522,0.9979605,0.9322609,0.9994988,0.9897851,0.20661068,0.5825174,0.9987979,1.0,0.9326108,0.9565874,1.0,0.98428917,0.9861518,0.7526467,0.9917794,0.9981853,1.0
