0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
7.2352996e-05,5.4483644e-05,3.1161147e-05,7.710687e-06,1.0433973e-05,1.0335519e-05,3.2657097e-06,9.078127e-06,7.878225e-06,5.180379e-06,2.5650922e-06,7.1013637e-06,8.775025e-06,5.4706175e-06,3.823965e-06,1.13782935e-05,7.2632865e-06,3.771332e-06,2.2781727e-05,2.2023328e-06,4.6193227e-06,2.3086446e-05,7.8610665e-06,7.2358554e-05
5.684435e-05,5.1526276e-05,3.1283096e-05,7.837045e-06,1.0301624e-05,9.981576e-06,3.3048818e-06,8.681111e-06,7.645408e-06,4.9061337e-06,2.484862e-06,7.4156083e-06,8.397598e-06,5.475793e-06,3.6782671e-06,1.082987e-05,7.0583437e-06,3.6134638e-06,2.159347e-05,2.2592458e-06,4.5695338e-06,2.25103e-05,7.686529e-06,5.450773e-05
4.860008e-05,4.9203747e-05,2.9931489e-05,8.178047e-06,1.0473363e-05,9.686515e-06,3.3079511e-06,8.524383e-06,7.299316e-06,4.7706594e-06,2.454093e-06,7.5810176e-06,8.0871805e-06,5.60683e-06,3.628516e-06,1.04225355e-05,6.704874e-06,3.5954934e-06,2.2682823e-05,2.295887e-06,4.6340165e-06,2.1824653e-05,7.791083e-06,4.91468e-05
4.6372435e-05,4.7978974e-05,3.062228e-05,8.095676e-06,1.0051679e-05,1.018645e-05,3.2121316e-06,9.586423e-06,7.5215185e-06,4.571436e-06,2.4489395e-06,8.082006e-06,8.25566e-06,6.671538e-06,3.555096e-06,1.05248455e-05,7.5829535e-06,3.560858e-06,2.1091702e-05,2.2872034e-06,4.6230616e-06,2.0749363e-05,7.714658e-06,3.615699e-05
4.2168882e-05,4.6493777e-05,3.171179e-05,8.522918e-06,9.778847e-06,1.009585e-05,3.2432226e-06,9.457503e-06,7.753089e-06,4.488508e-06,2.4022734e-06,8.251465e-06,7.91965e-06,6.6197135e-06,3.4907957e-06,1.0671327e-05,6.841688e-06,3.530502e-06,2.1402771e-05,2.2551405e-06,4.610003e-06,1.9479854e-05,7.75759e-06,3.8757426e-05
3.970917e-05,4.539263e-05,3.2462136e-05,8.516067e-06,9.614707e-06,1.0116436e-05,3.2575426e-06,9.3293365e-06,7.842609e-06,4.4070416e-06,2.4274138e-06,8.375823e-06,7.709514e-06,6.5034574e-06,3.492393e-06,1.0702528e-05,6.7549404e-06,3.6259587e-06,2.1205844e-05,2.232031e-06,4.5726592e-06,1.8289145e-05,8.014597e-06,3.310045e-05
3.7419137e-05,4.34392e-05,3.1395677e-05,8.514394e-06,9.662723e-06,1.0261027e-05,3.234933e-06,9.212536e-06,7.5964103e-06,4.3648943e-06,2.4006893e-06,8.495127e-06,7.655168e-06,6.4279448e-06,3.4511274e-06,1.0596201e-05,6.846692e-06,3.672747e-06,2.1003987e-05,2.2043657e-06,4.5268166e-06,1.7370583e-05,7.933961e-06,3.0585124e-05
3.5834695e-05,4.335354e-05,3.2362215e-05,8.190185e-06,9.711286e-06,9.918627e-06,3.1434347e-06,9.067913e-06,7.39581e-06,4.2762927e-06,2.3932275e-06,8.472469e-06,6.294296e-06,5.6612384e-06,3.2203275e-06,1.0121061e-05,6.4158953e-06,3.6938568e-06,2.1240245e-05,2.14105e-06,4.305203e-06,1.6800288e-05,7.989733e-06,2.7465252e-05
3.3960336e-05,4.2531417e-05,3.1143874e-05,7.82364e-06,9.788664e-06,9.959537e-06,3.0863475e-06,8.994879e-06,7.1593836e-06,4.2604097e-06,2.4035214e-06,8.562973e-06,6.2117424e-06,5.4888346e-06,3.1663067e-06,1.0027856e-05,6.7343553e-06,3.7242357e-06,2.028725e-05,2.1183191e-06,4.247839e-06,1.6632861e-05,7.931986e-06,2.0285295e-05
3.337176e-05,4.214375e-05,3.1230753e-05,7.838584e-06,9.438185e-06,9.885114e-06,3.0598837e-06,9.015625e-06,7.1169648e-06,4.2063484e-06,2.3968469e-06,8.547717e-06,6.0045077e-06,5.3519702e-06,3.0955405e-06,9.88721e-06,6.317297e-06,3.7355592e-06,2.029416e-05,2.076266e-06,4.165182e-06,1.6071792e-05,7.98958e-06,1.8341856e-05
