0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0.99603397,0.97568446,0.99939877,1.0,0.99712914,0.99191904,1.0,0.93414664,0.9691245,0.42663956,0.939906,0.86022925,0.94335204,0.99401534,0.9846572,0.8227806,0.9347279,0.9995886,0.9419187,0.998998,0.9777801,0.49978393,0.9033001,0.9989226,1.0,0.9885713,0.9696348,1.0,0.9888714,0.98299605,0.54610395,0.9939539,0.99940425,1.0
0.9960539,0.97574663,0.999414,1.0,0.9971654,0.99197805,1.0,0.93455637,0.9691437,0.42642158,0.9399304,0.8604921,0.9436249,0.994103,0.9848182,0.8214354,0.93495715,0.9996182,0.9415175,0.9989788,0.97779006,0.49936056,0.90273786,0.99892133,1.0,0.9886313,0.970128,1.0,0.9890385,0.98288465,0.5459796,0.9940303,0.9994231,1.0
0.9960915,0.9756226,0.9994171,1.0,0.99719614,0.9919219,1.0,0.93422014,0.969274,0.42719358,0.9400676,0.86090773,0.9437851,0.9940477,0.98468506,0.81914794,0.93472326,0.99964005,0.94040966,0.99898654,0.9779736,0.50133014,0.9017967,0.99892414,1.0,0.988313,0.97014344,1.0,0.98922247,0.98302835,0.5387147,0.9941257,0.99941385,1.0
0.9960399,0.97532064,0.99942064,1.0,0.99716336,0.9919064,1.0,0.9331428,0.9692016,0.42514116,0.9395357,0.859548,0.9434301,0.9936748,0.9842427,0.8170735,0.9348393,0.9996438,0.93956965,0.99894917,0.9778524,0.49972308,0.9002183,0.9988718,1.0,0.9882804,0.97106624,1.0,0.9893676,0.98309076,0.537503,0.9942437,0.9994447,1.0
0.9960561,0.9755613,0.9994115,1.0,0.99713117,0.9919511,1.0,0.93278325,0.9687259,0.41937733,0.9385839,0.8570926,0.9424096,0.9935648,0.98427784,0.820121,0.9354935,0.9996546,0.9416781,0.9989382,0.97762614,0.50654775,0.8998488,0.9988562,1.0,0.9886882,0.97142047,1.0,0.98927176,0.9828338,0.5453236,0.9942296,0.9994376,1.0
0.99603206,0.9754106,0.99941176,1.0,0.9971486,0.9919602,1.0,0.9328472,0.9686096,0.41701096,0.93824136,0.8558091,0.9421,0.9935776,0.98448133,0.8199567,0.9355358,0.99966496,0.94207186,0.9989398,0.9775775,0.50943244,0.90037346,0.9988613,1.0,0.9887393,0.9717825,1.0,0.98923767,0.9827036,0.5454954,0.99424684,0.99944335,1.0
0.9960702,0.9756364,0.9994154,1.0,0.99715245,0.9920319,1.0,0.93309027,0.9684684,0.4128626,0.9380345,0.8558205,0.941863,0.99354154,0.9843163,0.82039434,0.9356891,0.9996788,0.9427115,0.9989391,0.9775709,0.5152625,0.9015918,0.99885184,1.0,0.9889511,0.97211975,1.0,0.98925555,0.98268706,0.543193,0.99424416,0.99945116,1.0
0.9960998,0.97554195,0.99942356,1.0,0.99718165,0.99206436,1.0,0.9336268,0.9685401,0.4109379,0.938095,0.855858,0.94190246,0.9936405,0.9844092,0.8194266,0.93560743,0.9996847,0.9427991,0.99893826,0.97764444,0.51849234,0.903111,0.9988596,1.0,0.98893356,0.9725473,1.0,0.9892105,0.9826735,0.536191,0.9942565,0.9994511,1.0
0.996093,0.97566235,0.99942607,1.0,0.99718374,0.9921076,1.0,0.9339119,0.9684862,0.4088093,0.93799615,0.85554075,0.9418399,0.993636,0.9843807,0.8189035,0.9356333,0.9996851,0.94275594,0.99893063,0.977643,0.5207206,0.9038091,0.99885523,1.0,0.9890625,0.9726699,1.0,0.9892363,0.98265845,0.53369176,0.9942498,0.99946916,1.0
0.9960976,0.9755825,0.99942994,1.0,0.9971838,0.9921341,1.0,0.93420106,0.968427,0.4070921,0.93780804,0.8548243,0.9416496,0.99372053,0.9844772,0.819288,0.93576336,0.99969417,0.9432588,0.9989285,0.97763854,0.52467704,0.9045351,0.9988552,1.0,0.9891408,0.97292787,1.0,0.9892498,0.9825881,0.5342865,0.9942706,0.9994676,1.0
0.99612856,0.97598505,0.99943376,1.0,0.9971851,0.99219346,1.0,0.9339148,0.9681206,0.40534937,0.9372598,0.8541267,0.9410348,0.9936611,0.9846221,0.8235374,0.9365945,0.99970233,0.9448672,0.9989179,0.9774514,0.52600694,0.9044134,0.9988684,1.0,0.9895739,0.97306913,1.0,0.98917514,0.9825185,0.5458465,0.9942508,0.99948,1.0
0.996135,0.9758368,0.9994389,1.0,0.9971993,0.9921594,1.0,0.9342907,0.9682338,0.40844327,0.93743396,0.8545564,0.94108826,0.99368256,0.9849467,0.82279664,0.93652606,0.99971664,0.9441797,0.99890965,0.97740746,0.51514316,0.9043406,0.99887586,1.0,0.9895262,0.9730695,1.0,0.9891942,0.9825365,0.54682577,0.9942618,0.99947274,1.0
0.99612504,0.9758124,0.9994421,1.0,0.99720925,0.99212265,1.0,0.9344151,0.9682376,0.4104951,0.93744457,0.8544797,0.94103426,0.99361366,0.9852198,0.8227131,0.9365715,0.9997189,0.9435476,0.9989018,0.9773245,0.5074284,0.9036427,0.99888057,1.0,0.9894758,0.97291803,1.0,0.98920804,0.98255885,0.54913914,0.99426764,0.9994686,1.0
0.99609244,0.97566265,0.9994433,1.0,0.99721813,0.99208516,1.0,0.9343917,0.96836805,0.4111281,0.93758553,0.8541808,0.9412294,0.9936586,0.985157,0.820799,0.93625194,0.99971974,0.9428275,0.9989083,0.9774446,0.50967455,0.90365696,0.9988873,1.0,0.98929036,0.9727382,1.0,0.9892703,0.9825716,0.543645,0.9942237,0.9994853,1.0
0.99612194,0.975696,0.9994468,1.0,0.99722844,0.992085,1.0,0.934632,0.9684568,0.41119355,0.937743,0.85461044,0.94139737,0.9936583,0.98507,0.81881183,0.93600786,0.99972916,0.9418754,0.9989059,0.9775014,0.50784063,0.90405047,0.99888927,1.0,0.9891927,0.9727458,1.0,0.9893139,0.98262787,0.53787696,0.99424666,0.99948674,1.0
0.9961289,0.97554225,0.999447,1.0,0.9972397,0.99207604,1.0,0.934685,0.9685,0.41207802,0.93778324,0.85455537,0.9412923,0.9936926,0.9851741,0.8196566,0.9361822,0.9997288,0.94230765,0.99890345,0.97744226,0.50727093,0.9044503,0.99888486,1.0,0.9892742,0.9727611,1.0,0.98928773,0.9826438,0.5394915,0.9942141,0.99947476,1.0
0.99611866,0.97574633,0.9994479,1.0,0.9972487,0.9920926,1.0,0.93483204,0.9684417,0.41136497,0.9376933,0.85417783,0.9412473,0.9936491,0.9851763,0.8194901,0.93616873,0.9997307,0.9421702,0.9989042,0.9774457,0.5080062,0.90462965,0.99888986,1.0,0.98930454,0.9727711,1.0,0.9892819,0.9826389,0.53840524,0.99420387,0.9994935,1.0
0.99613947,0.97572505,0.99944586,1.0,0.9972542,0.99212503,1.0,0.93471515,0.96839875,0.4106043,0.9375193,0.8537662,0.94104725,0.9936815,0.98512906,0.82093906,0.93651104,0.99973726,0.94302505,0.9989014,0.97739017,0.51223445,0.90508825,0.9988747,1.0,0.9894985,0.9729691,1.0,0.9892632,0.9825538,0.541342,0.99419856,0.9994868,1.0
0.9961306,0.9755839,0.9994436,1.0,0.99726045,0.9920941,1.0,0.93493634,0.9685244,0.4112664,0.9377069,0.853171,0.94121796,0.99369603,0.9850786,0.8184656,0.9361202,0.9997306,0.9420003,0.99889857,0.9774735,0.5127492,0.9051908,0.9988679,1.0,0.9893155,0.9728328,1.0,0.9892978,0.982589,0.53398526,0.99418133,0.99949056,1.0
