0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0.99585277,0.9734722,0.99934345,1.0,0.99682325,0.9973341,1.0,0.9828916,0.957698,0.2735353,0.944507,0.89487183,0.9217952,0.9973439,0.99458045,0.92573464,0.9929908,0.9995455,0.977279,0.99685407,0.9890536,0.89548135,0.9413731,0.9133721,1.0,0.94007206,0.9367193,1.0,0.9902228,0.9692487,0.50531214,0.9856333,0.9995794,1.0
0.9958568,0.9733503,0.9993439,1.0,0.9968347,0.99734163,1.0,0.9833509,0.95720285,0.26494426,0.94405717,0.8946675,0.9210452,0.99734324,0.9946954,0.9262581,0.99316055,0.99955475,0.97715575,0.99685484,0.9890497,0.8964428,0.94229347,0.9126352,1.0,0.9401976,0.9375944,1.0,0.99020374,0.96900636,0.50895846,0.98555505,0.9995793,1.0
0.99578416,0.9730876,0.9993461,1.0,0.9968147,0.99739265,1.0,0.9831772,0.95616484,0.24936026,0.94255143,0.8938414,0.9194783,0.99750787,0.99490553,0.92705035,0.9930869,0.9995814,0.9771964,0.996971,0.98904824,0.8955438,0.9442723,0.91331387,1.0,0.9417681,0.9423357,1.0,0.99083304,0.96925855,0.5166435,0.98535734,0.99958456,1.0
0.99581766,0.97324693,0.99934685,1.0,0.996867,0.9973709,1.0,0.98296237,0.9565558,0.25993788,0.94319326,0.89241713,0.9201398,0.99750787,0.99500674,0.9253463,0.9928588,0.99959904,0.97701037,0.99695045,0.98917913,0.89236003,0.9446522,0.91397876,1.0,0.94196516,0.9419652,1.0,0.99077934,0.96999794,0.510291,0.9853624,0.99957764,1.0
0.99587107,0.9732614,0.9993465,1.0,0.9969001,0.99736434,1.0,0.98289293,0.95688725,0.2646519,0.9434972,0.89272547,0.92036587,0.9974733,0.9949463,0.92489725,0.9927411,0.9996059,0.9768741,0.99695003,0.98915106,0.89168006,0.9439941,0.9137725,1.0,0.941857,0.94173366,1.0,0.9907556,0.97006446,0.51016617,0.9854846,0.99957347,1.0
0.9958731,0.9734738,0.9993488,1.0,0.996963,0.9973493,1.0,0.98234034,0.95808315,0.2666331,0.9432067,0.8909553,0.9215812,0.9974662,0.99488604,0.9296948,0.99253696,0.99961555,0.9770298,0.9969312,0.98954695,0.8918982,0.94420123,0.9146185,1.0,0.9430144,0.9420311,1.0,0.99105006,0.9697056,0.53101707,0.9861367,0.99959236,1.0
0.9958879,0.97315836,0.9993484,1.0,0.9969655,0.9973246,1.0,0.9820113,0.95867133,0.26678437,0.94293606,0.8904151,0.9218755,0.99737686,0.9944151,0.93432236,0.99241674,0.9996072,0.9771837,0.99691266,0.98959416,0.8943697,0.9424499,0.9167243,1.0,0.94380265,0.93984646,1.0,0.9912338,0.9693626,0.54151654,0.9864474,0.9995945,1.0
0.9959996,0.97354406,0.99935395,1.0,0.9970944,0.99731195,1.0,0.9822363,0.95935553,0.28909045,0.94447285,0.89339906,0.9234575,0.997347,0.99452406,0.9353046,0.99257034,0.99962133,0.9774196,0.9968387,0.9897028,0.8929894,0.94198865,0.9152569,1.0,0.9435396,0.9378026,1.0,0.9916293,0.97102153,0.54283667,0.98664397,0.99959546,1.0
0.9959657,0.9736809,0.99935573,1.0,0.99703866,0.99729717,1.0,0.9820573,0.9591863,0.2891562,0.9450697,0.892648,0.92314726,0.9973264,0.99433255,0.93243253,0.9924693,0.9996067,0.97720665,0.99683034,0.98956895,0.8936341,0.94166565,0.91448396,1.0,0.9423715,0.93771183,1.0,0.991415,0.97098756,0.53387463,0.9864168,0.99959654,1.0
0.99585134,0.9734295,0.9993806,1.0,0.9969917,0.9973532,1.0,0.98162925,0.95821846,0.2752061,0.94421536,0.89256245,0.92163885,0.9973644,0.99435645,0.9306351,0.99216294,0.9996358,0.9769706,0.99704087,0.9894583,0.8918135,0.94182205,0.9176821,1.0,0.9440548,0.9425011,1.0,0.99141157,0.9711385,0.5258086,0.98608595,0.99960506,1.0
0.99603605,0.9741008,0.99938494,1.0,0.9971506,0.9973236,1.0,0.98181456,0.9596799,0.29688364,0.94468796,0.89744276,0.92354363,0.9973339,0.9943555,0.9312432,0.9922908,0.9996409,0.97693604,0.99704146,0.989709,0.89066696,0.94180495,0.91699713,1.0,0.94378626,0.94326025,1.0,0.99070156,0.97059685,0.5371001,0.9867665,0.9996226,1.0
0.9960679,0.9740568,0.9993843,1.0,0.9971934,0.9973219,1.0,0.9816708,0.9598329,0.29710013,0.944212,0.89631724,0.92392933,0.99730784,0.99432236,0.93254477,0.9922731,0.9996529,0.9771798,0.9970397,0.9898763,0.89028025,0.9425135,0.91752046,1.0,0.94439924,0.94374704,1.0,0.99072,0.9704644,0.5420357,0.98689246,0.9996231,1.0
0.9960335,0.97430193,0.99938184,1.0,0.99715805,0.9972829,1.0,0.98157966,0.9602614,0.30665648,0.9450987,0.89547676,0.9244964,0.9972817,0.99421924,0.931252,0.99217176,0.99964213,0.9770936,0.99696636,0.9898296,0.8899395,0.9416825,0.9167595,1.0,0.94335407,0.9406331,1.0,0.9904011,0.97042644,0.53420186,0.9867958,0.99963015,1.0
0.99604917,0.97456336,0.9993838,1.0,0.9971536,0.99727577,1.0,0.981482,0.9604978,0.31494337,0.9457838,0.89555264,0.9250147,0.9972837,0.99419206,0.93100786,0.99218065,0.9996431,0.97725606,0.9969174,0.98985445,0.8893615,0.9414134,0.9160562,1.0,0.9428848,0.93985903,1.0,0.99055725,0.9712526,0.5326763,0.9868368,0.99963284,1.0
0.99605566,0.9741073,0.9993844,1.0,0.9971674,0.99728155,1.0,0.98170125,0.9602364,0.31101757,0.9454169,0.8939353,0.92425895,0.9972871,0.99431217,0.9301541,0.9921527,0.9996495,0.9769543,0.99698937,0.9897575,0.88628167,0.9423926,0.9175187,1.0,0.9426034,0.939668,1.0,0.99061805,0.9717038,0.52584624,0.98662496,0.9996283,1.0
0.99606895,0.9745769,0.99938923,1.0,0.9971693,0.9972723,1.0,0.98127156,0.9612353,0.3230456,0.9466233,0.8946091,0.9257697,0.9972832,0.9941149,0.9309898,0.99201083,0.999646,0.976994,0.99693197,0.98987246,0.88681984,0.941231,0.91743696,1.0,0.9421459,0.93771434,1.0,0.990475,0.9717989,0.5272286,0.98690677,0.99963015,1.0
0.9959901,0.9743018,0.9993843,1.0,0.99712497,0.9972739,1.0,0.9811552,0.9606919,0.31908065,0.9462431,0.89360934,0.92462254,0.99727523,0.99412733,0.92881423,0.9919087,0.99964225,0.9769786,0.99697065,0.98978853,0.88606024,0.94124985,0.9183356,1.0,0.9426454,0.937936,1.0,0.9902627,0.9718646,0.51509464,0.9865876,0.9996335,1.0
0.9960503,0.9740788,0.9993895,1.0,0.9971911,0.99725425,1.0,0.9811391,0.96050453,0.31604558,0.9460936,0.8946806,0.9240716,0.9971639,0.9941865,0.92845935,0.9916555,0.9996686,0.97699904,0.99707377,0.9897373,0.8851516,0.9406812,0.920172,1.0,0.94493014,0.94085217,1.0,0.9905291,0.9721978,0.51216054,0.98652357,0.99963844,1.0
