0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.061779976,0.0,0.03921741,0.034256287,0.057138897,0.0,0.06357975,0.024764283,0.110954314,0.11067572,0.080208704,0.017492216,0.10272847,0.09368071,0.059511255,0.04751491,0.052079033,0.04167856,0.0,0.052710004,0.047285732,0.0,0.021981332,0.0021397825
0.061986547,0.0,0.03953575,0.03380152,0.057105854,0.0,0.06309205,0.024905134,0.11173885,0.111465886,0.080668144,0.017581075,0.10325994,0.09325747,0.060679298,0.04766802,0.051734325,0.041536238,0.0,0.053111505,0.047016256,0.0,0.022123598,0.0021557002
0.062156856,0.0,0.040172897,0.03435878,0.05701658,0.0,0.06378346,0.024379915,0.112625524,0.11204569,0.07969946,0.017495591,0.10491812,0.09308215,0.060792457,0.047460526,0.05053681,0.04147078,0.0,0.05250386,0.045543384,0.0,0.022384062,0.0021479442
0.06229014,0.0,0.039874773,0.034550488,0.057442084,0.0,0.06448901,0.024074778,0.11216198,0.1106143,0.07857176,0.017459244,0.10484229,0.093529925,0.059202507,0.047133952,0.050562963,0.041521907,0.0,0.05158943,0.045465313,0.0,0.022357991,0.0021669152
0.062211663,0.0,0.039740764,0.034497686,0.0575422,0.0,0.064591125,0.024064464,0.11176598,0.1101779,0.07833861,0.017474117,0.10467158,0.093697384,0.059123658,0.047109284,0.050747614,0.041576564,0.0,0.05134535,0.045275696,0.0,0.022295272,0.0022213343
0.062606946,0.0,0.039537903,0.03487688,0.05821773,0.0,0.063976765,0.024707835,0.10988607,0.10955964,0.0802993,0.017086167,0.10505434,0.09483628,0.057915516,0.04703776,0.051396947,0.04172828,0.0,0.052199848,0.04395504,0.0,0.021917578,0.0020974497
0.06275238,0.0,0.039277464,0.035203338,0.05840121,0.0,0.062795445,0.025320541,0.10776006,0.108819604,0.08146034,0.016827285,0.10516572,0.09591703,0.057820544,0.04653348,0.051798314,0.041778363,0.0,0.052366193,0.044623505,0.0,0.02154713,0.0022396073
0.063083984,0.0,0.039159276,0.03506863,0.05885452,0.0,0.06292068,0.025364628,0.107209705,0.108518615,0.080631614,0.016759401,0.10407762,0.09655337,0.057055764,0.047207814,0.052894145,0.042272158,0.0,0.05121661,0.04537461,0.0,0.02136678,0.0022499922
0.06245645,0.0,0.03875534,0.03479866,0.058469664,0.0,0.063092366,0.024740204,0.107311696,0.107960545,0.07923515,0.017052704,0.10283664,0.09522976,0.05722437,0.046976328,0.05255992,0.04199136,0.0,0.050829463,0.04518728,0.0,0.021438565,0.0022409658
0.06260492,0.0,0.03917793,0.03553524,0.05823931,0.0,0.06412924,0.024245037,0.10866779,0.10773369,0.07843957,0.017235065,0.10366686,0.09535327,0.057024516,0.045966476,0.050902795,0.04181628,0.0,0.050229296,0.04450519,0.0,0.021742797,0.0021058402
